,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,,,,,,Assoc,,Addl,Earthquake Location,,,Earthquake Parameters,,,Earthquake Effects,,,,,,,,,,,,"Total Effects (Earthquake and Tsunami, Volcano, etc.)",,,,,,,,,,,
,,,,,,,,EQ,,,,Focal,Mag,MMI Int,Deaths,,Missing,,Injuries,,Damage,,Houses,,Houses,,Deaths,,Missing,,Injuries,,Damage,,Houses,,Houses,
,,,,,,,,Info,,,,Depth,,,,,,,,,,,Destroyed,,Damaged,,,,,,,,,,Destroyed,,Damaged,
Year,Mo,Dy,Hr,Mn,Sec,Tsu,Vol,,Name,Latitude,Longitude,,,,Num,De,Num,De,Num,De,$Mill,De,Num,De,Num,De,Num,De,Num,De,Num,De,$Mill,De,Num,De,Num,De
1986,7,21,14,42,26.6,,,*,CALIFORNIA-NEVADA: CHALFANT VALLEY,37.537,-118.447,9,6.2,6,,,,,,,1,2,,,,,,,,,,,1,2,,,,
1986,8,30,21,28,35.4,,,*,"ROMANIA: BUCHAREST, KISHINEV-KAGUL",45.547,26.316,132,6.9,8,2,1,,,558,3,730,4,,,55000,4,2,1,,,558,3,730,4,,,55000,4
1986,9,13,17,24,31.4,,,*,"GREECE: KALAMI, LAKONIA, ZAKINTHOS",37.014,22.176,11,5.8,10,20,1,,,300,3,5,2,1500,4,,,20,1,,,300,3,,,1500,4,,
1986,9,15,11,41,27.8,,,*,"GREECE: S, MESSINIA, BERGA, NEDOUSA",36.93,22.175,10,4.8,7,,,,,37,1,,1,,,,,,,,,37,1,,1,,,,
1986,10,5,18,53,20.9,,,*,"SOUTH AFRICA: MOUNT FRERE, DURBAN",-30.546,28.737,5,4.8,4,,,,,,,,1,,,,,,,,,,,,1,,,,
1986,11,14,21,20,10.5,Tsu,,*,"TAIWAN: TAIPEI, HUALIEN",23.901,121.574,34,7.8,8,15,1,,,44,1,,1,,,,,15,1,,,44,1,,1,,,,
1986,11,25,13,59,42.3,,,*,"BALKANS NW: BOSNIA-HERZEGOVINA: STRMICA, KNIN",44.12,16.339,30,5.5,8,,,,,12,1,,2,,,,,,,,,12,1,,2,,,,
1986,12,7,14,17,9.5,,,*,BULGARIA: VELIKO TURNOVO-TURGOVISHTE,43.274,25.912,21,5.6,7,3,1,,,60,2,5,2,,,,,3,1,,,60,2,5,2,,,,
1986,12,19,5,47,29,,,*,"CHILE: CENTRAL, VALPARAISO",-33.071,-72.084,33,5,3,,,,,,2,,1,16,1,,,,,,,,2,,1,16,1,,
1987,2,8,18,33,58.3,Tsu,,*,"PAPUA NEW GUINEA: HUON PENINSULA, UMBOI ISLAND",-6.088,147.689,55,7.6,7,3,1,,,,,2.625,2,,3,,,3,1,,,,,2.625,2,,3,,
1987,3,2,1,42,34.1,,,*,"NEW ZEALAND: NORTH ISLAND, WHAKATANI, EDGECUMBE",-37.965,176.765,19,6.6,10,1,1,,,25,1,210,4,,,,,1,1,,,25,1,210,4,,,,
1987,3,5,9,17,5.2,Tsu,,*,"CHILE: ANTOFAGASTA, ARICA",-24.388,-70.161,62,7.3,6,1,1,,,,,,2,,,,,1,1,,,,,,2,,,,
1987,4,25,12,16,52.4,,,*,"PHILIPPINES: MANILA, CUBI POINT",16.066,120.301,107,6.3,5,,,,,,,,1,,,,,,,,,,,,1,,,,
1987,5,23,17,9,4.4,,,*,PHILIPPINES: MINDANAO: TALAKAG-MALAYBALAY,8.047,125.41,32,5.2,2,1,1,,,2,1,,1,,,,,1,1,,,2,1,,1,,,,
1987,8,2,9,7,35.5,,,*,CHINA: GANZHOU PROVINCE: XUNWU,24.924,115.608,29,4.9,4,,,,,84,2,,3,37000,4,,,,,,,84,2,,3,37000,4,,
1987,8,8,15,48,56.7,,,*,"CHILE: ARICA, IQUIQUE",-19.022,-69.991,70,6.9,7,5,1,,,112,3,1,2,1000,3,,,5,1,,,112,3,1,2,1000,3,,
1987,8,13,15,23,6.9,,,*,"CHILE: ARICA; PERU: AREQUIPA, TACNA",-17.897,-70.931,37,6.4,5,1,1,,,1,1,,1,,,,,1,1,,,1,1,,1,,,,
1987,9,4,16,42,49.1,,,*,ITALY: PORTO SAN GIORGIO-PERMO-PDEASO AREA,43.242,13.874,19,4.6,8,,,,,2,1,,2,,,,,,,,,2,1,,2,,,,
1987,10,1,14,42,20,,,*,CALIFORNIA: WHITTIER,34.061,-118.078,10,5.7,8,8,1,,,200,3,358,4,,,,,8,1,,,200,3,358,4,,,,
1987,10,2,22,27,55.8,,,*,"PERU: SANTAOG DE CHUCO, TRUJILLO, CHIMBOTE",-8.143,-77.954,20,5.1,4,3,1,,,,,,2,,3,,,3,1,,,,,,3,,3,,
1987,10,16,20,48,1.6,Tsu,,*,"PAPUA NEW GUINEA: NEW BRITAIN: KANDRIAN, KIMBTE",-6.266,149.06,48,7.7,8,,,,,,,,2,,,,,,,,,,,,2,,,,
1987,11,24,1,54,14.5,,,*,CALIFORNIA: SUPERSTITION HILLS,33.082,-115.775,5,6.2,6,2,1,,,,,3,2,,,,,2,1,,,,,3,2,,,,
1987,11,30,19,23,19.5,Tsu,,*,ALASKA: YAKUTAT,58.679,-142.786,10,7.9,6,,,,,,,,1,,,,,,,,,,,,1,,,,
1987,12,17,2,8,19.9,,,*,"JAPAN: HONSHU: CHIBA PERFECTURE, TOKYO",35.362,140.214,63,6,8,2,1,,,,,5,2,,,,,,,,,,,,,,,,
1988,1,9,1,2,46.7,,,*,"ALBANIA: TIRANA, ULCINJ-BAR",41.246,19.63,24,5.8,7,,,,,,,,2,,,,,,,,,,,,,,,,
1988,1,22,12,4,57.8,,,*,AUSTRALIA: TENNANT CREEK,-19.829,133.882,5,6.7,9,,,,,,,,2,,,,,,,,,,,,,,,,
1988,3,6,22,35,36.9,Tsu,,*,ALASKA: GULF OF ALASKA: ANCHORAGE,57.262,-142.747,15,7.8,5,,,,,,,,1,,,,,,,,,,,,1,,,,
1988,6,19,20,19,52.6,,,*,"PHILIPPINES: MINDORO: SAN JOSE, CALAPAN",12.376,121.067,17,6.2,7,2,1,,,2,1,,2,,,,,2,1,,,2,1,,2,,,,
1988,7,5,20,32,7.2,Tsu,,*,"PAPUA NEW GUINEA: NEW BRITAIN: KANDRIAN, ARAWE",-5.964,148.78,53,6.8,5,,,,,,,,2,,,,,,,,,,,,,,,,
1988,8,6,0,36,24.6,Tsu,,*,"MYANMAR (BURMA); INDIA: GAUHATI, SIBSAGAR, IMPHAL",25.149,95.127,91,7.2,6,38,1,,,,,1,2,,,,,,,,,,,,,,,,
1988,8,20,23,9,9.5,,,*,"NEPAL-INDIA: KATHMANDU, BIHAR",26.755,86.616,57,6.6,8,1091,4,,,,,131.5,4,,,,,1091,4,,,,,131.5,4,,,,
1988,9,25,20,52,14.7,,,*,"TAJIKISTAN: ROSHTKALA, KHOROG",37.18,71.811,11,5,6,,,,,,,,2,,,,,,,,,,,,,,,,
1988,10,16,12,34,5.6,,,*,"GREECE: IONIAN SEA: KILINI, VARTHOLOMION",37.938,20.932,25,5.8,8,,,,,,,,2,,,,,,,,,,,,,,,,
1988,11,3,14,47,10.7,,,*,"GUATEMALA: S PALIN, SAN VICENTE PACAYA",13.881,-90.45,69,6,6,5,1,,,,2,,2,,,,,5,1,,,,2,,2,,,100,2
1988,11,3,19,42,18.1,,,*,PUERTO RICO: MONA PASSAGE: CATANO,19.08,-67.256,33,5.7,5,,,,,,,,2,,,,,,,,,,,,2,,,,
1988,11,6,13,3,19.3,,,*,CHINA: YUNNAN PROVINCE,22.789,99.611,18,7.3,10,738,3,,,3900,4,269,4,412000,4,,,738,3,,,3900,4,269,4,412000,4,,
1988,11,12,3,34,48.6,,,*,"JAMAICA: ST ANDREW, JACKS HILL",18.068,-76.597,16,4.7,6,,,,,,,,2,,,,,,,,,,,,2,,,,
1988,11,17,6,55,46,,,*,"PHILIPPINES: SAMAR: CATARMAN, CATBALOGAN",12.399,124.537,19,6.6,6,,,,,29,1,,1,,,,,,,,,29,1,,1,,,,
1988,11,21,16,55,52.5,,,*,AZORES: SAO MIGUEL ISLAND,37.938,-26.142,11,5.3,7,,,,,,,,2,,,,,,,,,,,,,,,,
1988,11,25,23,46,4.5,,,*,"CANADA: QUEBEC: SAGUENAY, QUEBEC CITY",48.117,-71.183,29,5.8,7,,,,,,,,2,,,,,,,,,,,,,,,,
1988,12,7,7,41,24.2,,,*,"ARMENIA: LENINAKAN, SPITAK, KIROVAKAN",40.987,44.185,5,6.8,10,25000,4,,,,,16200,4,,4,,,25000,4,,,,,16200,4,,4,,
1989,1,22,23,2,7.1,,,*,"TAJIKISTAN: SHARORA, GISSAR",38.465,68.694,33,5.3,7,274,3,,,,,24.8,3,,,,,,,,,,,,,,,,
1989,3,10,14,14,10.2,,,*,PAPUA NEW GUINEA: NEW BRITAIN: RABAUL,-4.346,152.797,53,5.4,5,1,1,,,,,,2,,,,,,,,,,,,,,,,
1989,4,25,14,29,0.5,,,*,"MEXICO: MEXICO CITY, ACAPULCO",16.773,-99.328,19,6.8,6,3,1,,,,,,2,,,,,,,,,,,,,,,,
1989,5,23,10,54,46.3,Tsu,,*,MACQUARIE ISLAND: MACQUARIE STATION; NEW ZEALAND,-52.341,160.568,10,8.2,7,,,,,,,,1,,,,,,,,,,,,,,,,
1989,6,25,20,37,32.4,,,*,"ECUADOR: ESMERALDAS, GUAYAQUIL",1.134,-79.616,15,6.1,7,,,,,,,,2,,,,,,,,,,,,,,,,
1989,6,26,3,27,3.9,Tsu,,*,HAWAIIAN ISLANDS: PUNA DISTRICT,19.362,-155.083,9,6.1,6,,,,,5,1,,2,105,3,,,,,,,5,1,,2,105,3,,
1989,6,26,10,38,39.4,,,*,"AZORES: GRACIOSA, TERCEIRA",39.112,-28.242,11,5.7,6,,,,,,,,2,,,,,,,,,,,,,,,,
1989,7,9,2,9,9.1,,,*,"JAPAN: HONSHU: ITO, AJIRO",34.942,139.193,5,5,6,,,,,,,,2,,,,,,,,,,,,,,,,
1989,8,3,7,42,40.8,,,*,"RUSSIA: GROZNYY, BUYNAKSK",43.522,45.362,18,5,6,1,1,,,,,,2,,,,,,,,,,,,,,,,
1989,8,20,11,16,56.5,,,*,"DJIBOUTI: GALAFI, YABAKI",11.766,41.942,12,6.3,9,2,1,,,2,1,,1,,,,,2,1,,,2,1,,1,,,,
1989,10,18,0,4,15.2,Tsu,,*,CALIFORNIA: LOMA PRIETA,37.036,-121.883,19,6.9,9,62,2,,,3757,4,5600,4,,3,,,62,2,,,3757,4,5600,4,,3,,
1989,10,18,14,57,22.4,,,*,CHINA: SHANXI AND HEBEI PROVINCES; DATONG,39.893,113.884,10,5.3,8,29,1,,,193,3,,3,30000,4,,,29,1,,,193,3,,3,30000,4,,
1989,10,29,19,9,12.9,Tsu,,*,"ALGERIA: ALGIERS, CHERCHELL, TIPAZA",36.788,2.448,6,5.7,8,30,1,,,245,3,5,2,,,,,,,,,,,,,,,,
1989,11,1,18,25,34.9,Tsu,,*,"JAPAN: HONSHU: N, AOMORI, MISAWA",39.837,142.76,29,7.4,6,,,,,,,,1,,,,,,,,,,,,,,,,
1989,12,15,18,43,45,,,*,"PHILIPPINES: MINDANAO: COTABATO, DAVAO",8.337,126.729,24,7.5,6,2,1,,,,3,1,2,,,,,2,1,,,,3,1,2,,,,
1989,12,27,23,26,57,,,*,AUSTRALIA: NEWCASTLE,-32.967,151.619,10,5.4,8,12,1,,,100,2,1000,4,,,,,12,1,,,100,2,1000,4,,,,
1990,2,8,7,15,32.2,Tsu,,*,"PHILIPPINES: BOHOL, CEBU, CAGAYAN DE ORO, CAMIGUIN",9.755,124.694,26,6.6,7,,2,,,300,3,0.9,1,,,600,3,,2,,,300,3,0.9,1,,,600,3
1990,2,28,23,43,36.6,,,*,"CALIFORNIA: S, CLAREMONT, COVINA",34.14,-117.7,5,5.5,7,,,,,30,1,12.7,3,,,,,,,,,30,1,12.7,3,,,,
1990,3,25,13,22,55.6,Tsu,,*,"COSTA RICA: PUNTARENAS, SAN JOSE",9.919,-84.808,22,7,8,,,,,10,1,,2,,,60,2,,,,,10,1,,2,,,60,2
1990,3,25,14,17,18.8,,,*,TAJIKISTAN: PAMIR MOUNTAINS,37.034,72.942,33,6.3,6,,,,,,,,1,,,,,,,,,,,,1,,,,
1990,3,26,22,47,16.7,,,*,PHILIPPINES: SANTIAGO,9.253,125.606,39,5.5,4,1,1,,,2,1,,1,,,,,1,1,,,2,1,,1,,,,
1990,4,2,13,46,31.7,,,*,"UNITED KINGDOM: MANCHESTER, LIVERPOOL",52.314,-2.985,18,4.7,6,,,,,,,,1,,,,2,,,,,,,,1,,,,2
1990,4,5,21,12,35.5,Tsu,,*,NORTHERN MARIANA ISLANDS: SAIPAN; GUAM,15.125,147.596,11,7.5,4,,,,,,,,,,,,,,,,,,,,,,,,
1990,5,5,7,21,29.5,,,*,ITALY: POTENZA,40.775,15.766,10,5.4,7,2,1,,,16,1,,2,,,,,2,1,,,16,1,,2,,,,
1990,5,13,4,23,9.6,,,*,"NEW ZEALAND: DANNEVIRKE, WELLINGTON",-40.296,176.064,21,6.3,8,,,,,,,,2,,,,,,,,,,,,2,,,,
1990,5,30,2,34,5.8,,,*,PERU: MOYABAMBA-RIOJO,-6.016,-77.229,24,6.5,6,200,3,,,8130,4,1,2,,,,,200,3,,,8130,4,1,2,,,,
1990,5,30,10,40,6.1,,,*,"ROMANIA: BUCHAREST, BRAILA, BRASOV",45.841,26.668,89,6.7,6,14,1,,,700,3,23.7,3,,,,,14,1,,,700,3,23.7,3,,,,
1990,5,31,0,17,47.8,,,*,"ROMANIA: KISHINEV, CIS",45.811,26.769,88,6.1,5,,,,,,,,1,,,,,,,,,,,,1,,,,
1990,6,9,1,14,34.5,,,*,"PERU: N, RIOJA, MOYOBAMBA, IQUITOS",-6.062,-77.136,26,4.9,6,1,1,,,,,,1,14,1,,,1,1,,,,,,1,14,1,,
1990,6,14,7,40,56.2,,,*,"PHILIPPINES: CULASI, PANAY",11.76,121.899,18,7.1,6,4,1,,,15,1,,2,,,,,4,1,,,15,1,,2,,,,
1990,6,14,12,47,28.8,,,*,"KAZAKHSTAN: UST, ZAYSAN",47.869,85.076,58,6.8,5,1,1,,,,,,3,3000,4,,,1,1,,,,,,3,3000,4,,
1990,6,20,21,0,9.9,Tsu,,*,"IRAN: RASHT, QAZVIN, ZANJAN, RUDBAR, MANJIL",36.957,49.409,19,7.3,7,40000,4,,,105000,4,7200,4,,4,,,40000,4,,,105000,4,7200,4,,4,,
1990,7,13,14,20,43.4,,,*,AFGHANISTAN: HINDU KUSH: PIK LENINA,36.415,70.789,217,5.6,4,43,1,,,,,,,,,,,43,1,,,,,,,,,,
1990,7,16,7,26,34.6,,,*,"PHILIPPINES: BAGUIO, CABANATUAN, DAGUPAN",15.679,121.172,25,7.8,9,2412,4,,,3000,4,369.6,4,,,,,2412,4,,,3000,4,369.6,4,,,,
1990,7,27,12,37,59.5,,,*,VANUATU ISLANDS: ESPIRITU SANTO,-15.355,167.464,126,6.4,5,,,,,2,1,,2,,,,3,,,,,2,1,,2,,,,3
1990,8,3,9,15,6.1,,,*,"KAZAKHSTAN: AKKAL, UST",47.963,84.961,33,6.1,7,,,,,8,1,,2,500,3,,,,,,,8,1,,2,500,3,,
1990,9,27,21,12,32.5,,,*,KAZAKHSTAN: ZAYSAN,47.903,84.961,33,4.5,6,,,,,,,,1,,,,,,,,,,,,1,,,,
1990,10,20,8,7,27.5,,,*,CHINA: GANSU PROVINCE: TIANZHU,37.093,103.781,12,5.8,4,7,1,,,92,2,,3,87000,4,,,4,1,,,92,2,,3,87000,4,,
1990,10,25,4,53,59.9,,,*,"AFGHANISTAN: HINDU KUSH: CHITRAL, MARDAN, MALAKAND",35.121,70.486,114,6,4,11,1,,,250,3,,1,,,,,11,1,,,250,3,,1,,,,
1990,11,27,4,37,58.5,,,*,BALKANS NW: BOSNIA-HERZEGOVINA: TITOGRAD,43.853,16.633,24,5.6,8,,,,,10,1,,2,,,,,,,,,10,1,,2,,,,
1990,12,1,18,9,28.8,,,*,KYRGYZSTAN: UZGEN,40.854,73.553,29,4.6,6,,,,,,,,3,,,1110,4,,,,,,,,3,,,1110,4
1990,12,13,0,24,25.7,Tsu,,*,ITALY: SICILY: CARLENTINI,37.3,15.438,11,5.3,7,19,1,,,200,3,500,4,,,,,19,1,,,200,3,500,4,,,,
1990,12,13,3,1,48,,,*,"TAIWAN: HUALIEN, TAIPEI",23.916,121.636,12,6.2,4,2,1,,,3,1,,1,,,,,2,1,,,3,1,,1,,,,
1990,12,13,19,50,17.8,Tsu,,*,TAIWAN: HUA-LIEN,23.722,121.627,10,6.3,5,,,,,,,,1,,,,,,,,,,,,1,,,,
1990,12,21,6,57,42.9,,,*,"GREECE: EDHESSA, KILKIS",41.004,22.3,13,5.9,7,1,1,,,60,2,,1,,,,2,1,1,,,60,2,,1,,,,2
1990,12,22,17,27,54.8,,,*,"COSTA RICA: ALAJUELA, SANTIAGO DE PURISCAL",9.869,-84.302,17,5.7,8,2,1,,,350,3,19.5,3,,,,,2,1,,,350,3,19.5,3,,,,
1991,1,31,23,3,33.6,,,*,"AFGHANISTAN: BADAKHSTAN, BAGHLAN, LAGHMAN, NAGARHAR",35.993,70.423,142,6.4,7,848,3,,,200,3,36,4,,3,2000,4,848,3,,,200,3,36,4,,3,2000,4
1991,4,4,15,23,20.7,,,*,"PERU: RIOJA, NEUVA CAJAMARCA",-6.038,-77.13,21,6.4,5,,,,,10,1,,1,,,15,1,,,,,10,1,,1,,,15,1
1991,4,5,4,19,49.5,,,*,"PERU: RIOJA, MOYOBAMBA, NUEVA CAJAMARCA",-5.982,-77.094,20,6.7,7,53,2,,,252,3,,3,,,8063,4,53,2,,,252,3,,3,,,8063,4
1991,4,18,9,18,30.4,,,*,AFGHANISTAN: BADAKHSTAN PROVINCE,37.457,68.273,33,5.1,7,,2,,,,3,,3,,,1000,3,,2,,,,3,,3,,,1000,3
1991,4,22,21,56,51.8,Tsu,,*,"COSTA RICA: LIMON, PANDORA",9.685,-83.073,10,7.6,10,87,2,,,,,510,4,,,,,89,2,,,,,510,4,,,,
1991,4,29,9,12,48.1,,,*,"GEORGIA: DZHAVA, CHIATURA, AMBROLAURI",42.453,43.673,17,7,9,270,3,,,,,1700,4,,4,,,270,3,,,,,1700,4,,4,,
1991,5,15,14,28,50.1,,,*,GEORGIA: KHEKHETI,42.565,43.349,14,4.9,5,,1,,,,,,1,45,1,,,,1,,,,,,1,45,1,,
1991,6,15,0,59,20.3,,,*,"GEORGIA: DZHAVA, TSKHINVALI, OSSETIA",42.461,44.009,9,6.1,8,8,1,,,200,3,,3,,,,,8,1,,,200,3,,,,,,
1991,6,20,5,18,52.5,,,*,"INDONESIA: MINAHASSA: GORONTALO, MAMADO",1.196,122.787,31,7.5,6,,,,,,,,3,,,1500,4,,,,,,,,3,,,1500,4
1991,6,28,14,43,54.5,,,*,"CALIFORNIA: ARCADIA, GLENDALE, LOS ANGELES",34.262,-118.002,11,5.1,7,2,1,,,104,3,33.5,4,,,,,2,1,,,104,3,33.5,4,,,,
1991,7,12,10,42,21.2,,,*,"ROMANIA: BANLOC, DETA, TIMISOARA",45.364,21.057,11,5.6,8,2,1,,,30,2,,1,,,,2,2,1,,,30,1,,1,,,,2
1991,7,18,11,56,30.6,,,*,ROMANIA: ORSAVA,44.888,22.407,12,5.6,8,,,,,,,,2,,,615,3,,,,,,,,2,,,615,3
1991,7,23,19,44,50.2,,,*,"PERU: MACA, CHIVAY, YANQUE",-15.679,-71.574,5,4.7,5,92,2,,,30,1,,2,,3,,,92,2,,,30,1,,2,,3,,
1991,7,24,9,45,41.8,,,*,"IRAQ: ARBIL, DIBS",36.52,44.066,26,5.1,8,20,1,,,,3,,2,100,2,100,2,20,1,,,,3,,2,100,2,,
1991,8,17,6,18,34,,,*,VENEZUELA: BARQUISIMETO,10.045,-69.948,10,5.2,5,,,,,,,,2,,,100,2,,,,,,,,2,,,100,2
1991,8,17,19,29,40,,,*,"CALIFORNIA: HONEYDEW, WHITETHORN, PETROLIA",40.235,-124.348,12,6.2,7,,,,,,,,2,,,,,,,,,,,,2,,,,
1991,9,18,9,48,13.1,,,*,"GUATEMALA: GUATEMALA CITY, PACHUTA, SOLOLA",14.646,-90.986,5,6.2,6,25,1,,,200,3,,3,,,,,25,1,,,200,3,,3,,,,
1991,10,19,21,23,14.3,,,*,"INDIA: CHAMOLI, UTTARKASHI, NEW DELHI, CHANDIGARH",30.78,78.774,10,7,8,2000,4,,,1800,4,60,4,7500,4,7500,4,2000,4,,,1800,4,60,4,7500,4,,
1991,11,19,22,28,51,,,*,"COLOMBIA: CHACO, BUENAVENTURA, CALI",4.554,-77.442,21,6.4,6,2,1,,,,,,1,,,28,1,2,1,,,,,,2,,,28,1
1991,12,2,8,49,40.2,,,*,"ROMANIA: VOITEG, DETA, BANLOC",45.498,21.115,9,5.5,8,,,,,,2,,2,,,5000,2,,,,,,2,,2,,,5000,4
1992,3,13,17,18,39.9,,,*,TURKEY: ERZINCAN,39.71,39.605,27,6.9,8,653,3,,,2000,4,750,4,,,8057,4,653,3,,,2000,4,750,4,,,8057,4
1992,4,13,1,20,0.8,,,*,"THE NETHERLANDS: ROERMOND; GERMANY: BONN, HEINSBERG",51.153,5.798,21,5.2,8,1,1,,,45,1,100,4,,,,,1,1,,,45,1,100,4,,,,
1992,4,23,4,50,23.2,,,*,"CALIFORNIA: JOSHUA TREE, ANGELUS OAKS",33.961,-116.318,12,6.3,7,,,,,32,1,,2,,,,,,,,,32,1,,2,,,,
1992,4,25,18,6,4.2,Tsu,,*,"CALIFORNIA: HUMBOLDT COUNTY: FERNDALE, PETROLIA",40.368,-124.316,15,7.1,8,,,,,98,2,75,4,,,,,,,,,98,2,75,4,,,,
1992,5,15,8,8,2.9,,,*,KYRGYZSTAN: OSH; UZBEKISTAN: ANDIZHAN,41.019,72.429,50,6.2,7,4,1,,,,,31,4,5500,4,4000,4,4,1,,,,,31,4,5500,4,4000,4
1992,6,28,11,57,34.1,,,*,"CALIFORNIA: LANDERS, YUCCA VALLEY",34.201,-116.436,1,7.6,9,3,1,,,400,3,92,4,,,,,3,1,,,400,3,92,4,,,,
1992,6,28,15,5,30.7,,,*,"CALIFORNIA: BIG BEAR LAKE, BIG BEAR CITY",34.203,-116.827,5,6.7,8,,,,,,2,,2,,,,,,,,,,2,,2,,,,
1992,8,19,2,4,37.4,,,*,KYRGYZSTAN: TOLUK,42.142,73.575,27,7.5,9,75,2,,,,,130,4,8200,4,,,75,2,,,,,130,4,8200,4,,
1993,1,15,11,6,5.9,,,*,"JAPAN: HOKKADIO, KUSHIRO, HACHINOHE, HONSHU",43.3,143.691,102,7.6,6,2,1,,,,,358,4,,,,,2,1,,,,,358,4,,,,
1993,3,25,13,34,35.4,,,*,WASHINGTON-OREGON BORDER,45.035,-122.607,21,5.6,7,,,,,,,28.4,4,,,,,,,,,,,,,,,,
1993,7,12,13,17,11.9,Tsu,,*,JAPAN: HOKKAIDO; RUSSIA: SOUTHEAST; SOUTH KOREA,42.851,139.197,17,7.7,8,23,3,,,233,3,1207,4,,3,,,231,3,,,233,3,1207,4,2374,4,,
1993,8,8,8,34,24.9,Tsu,,*,"GUAM: TUMAN BAY, APRA HARBOR",12.982,144.801,59,7.8,9,,,,,48,1,250,4,,,,,,,,,48,1,250,4,,,,
1993,9,21,3,28,55.4,,,*,OREGON: KLAMATH FALLS,42.314,-122.012,11,6,7,2,1,,,,,7.5,3,,,,,,,,,,,,,,,,
1993,9,29,22,25,48.6,,,*,"INDIA: LATUR-OSMANABAD, KILLARI",18.066,76.451,7,6.2,8,11000,4,,,30000,4,300,4,,4,,4,11000,4,,,30000,4,300,4,,4,,
1994,1,16,1,49,16.2,,,*,"PENNSYLVANIA: READING, FELT TO CANADA",40.33,-76.037,5,4.6,5,,,,,,,,1,,,,,,,,,,,,1,,,,
1994,1,17,12,30,55.3,Tsu,,*,CALIFORNIA: NORTHRIDGE,34.213,-118.537,18,6.7,9,60,2,,,7000,4,40000,4,40000,4,,,60,2,,,7000,4,40000,4,40000,4,,
1994,2,3,9,5,4.2,,,*,WYOMING: AFTON,42.762,-110.976,8,5.8,7,,,,,,,,1,,,,,,,,,,,,1,,,,
1994,5,1,12,0,35.7,,,*,"AFGHANISTAN: HINDU KUSH: TASHIAK, TERMIZ",36.901,67.163,19,6.1,6,160,3,,,,,,,,,,,,,,,160,3,,,,,,
1994,5,24,4,0,42.1,Tsu,,*,TAIWAN,23.959,122.448,16,6.5,4,,,,,,,,,,,,,,,,,,,,,,,,
1994,6,18,3,25,15.8,,,*,NEW ZEALAND: SOUTH ISLAND: CHRISTCHURCH,-42.963,171.658,14,6.8,6,,,,,,,,1,,,,,,,,,,,,1,,,,
1994,9,1,15,15,53,Tsu,,*,CALIFORNIA: NORTH: HONEYDEW,40.402,-125.68,10,7,6,,,,,,,,1,,,,,,,,,,,,1,,,,
1994,10,4,13,22,55.8,Tsu,,*,RUSSIA: KURIL ISLANDS; JAPAN: HOKKAIDO,43.773,147.321,14,8.3,9,11,1,,,382,3,,3,,,,,11,1,,,382,3,,3,,,,
1994,12,26,14,10,29.1,,,*,"CALIFORNIA: EUREKA, SAMOA, ARCATA, BLUE LAKE",40.741,-124.31,23,5.5,7,,,,,,,2.1,2,,,,,,,,,,,2.1,2,,,,
1994,12,28,12,19,23,Tsu,,*,JAPAN: HONSHU,40.525,143.419,27,7.8,9,3,1,,,200,3,170.4,4,,,,,3,1,,,200,3,170.4,4,,,,
1995,1,16,20,46,52.1,Tsu,,*,"JAPAN: SW HONSHU: KOBE, AWAJI-SHIMA, NISHINOMIYA",34.583,135.018,22,6.9,11,5502,4,,,36896,4,100000,4,200000,4,,,5502,4,,,36896,4,100000,4,200000,4,,
1995,2,23,21,3,1.3,,,*,"CYPRUS: PAPHOS, NICOSIA, ARODHES, PERISTERONA",35.046,32.279,10,5.9,7,2,1,,,5,1,4.34,2,70,2,570,3,2,1,,,5,1,4.34,2,70,2,570,3
1995,5,13,8,47,12.7,Tsu,,*,"GREECE: GREVENA-KOZANI, THESSALONIKI, YUGOSLAVIA",40.149,21.695,14,6.6,8,,,,,25,1,450,4,12000,4,,,,,,,25,1,450,4,12000,4,,
1995,5,14,11,33,21.1,Tsu,,*,"INDONESIA: TIMOR, DILI, MALIANA, MAUBARA",-8.452,125.049,13,6.9,7,,,,,,,,,,,,,11,1,,,19,1,,1,,2,,
1995,5,16,20,12,44.2,Tsu,,*,NEW CALEDONIA: NOUMEA; VANUATU: PORT-VILA,-23.008,169.9,20,7.7,3,,,,,,,,,,,,,,,,,,,,,,,,
1995,5,27,13,3,52.6,Tsu,,*,"RUSSIA: SAKHALIN IS: NEFTEGORSK, OKHA, MOSKALVO",52.629,142.827,11,7.1,9,1989,4,,,750,3,300,4,,,,,1989,4,,,750,3,300,4,,,,
1995,6,15,0,15,48.7,Tsu,,*,"GREECE: AIYION, ERATINI",38.401,22.283,14,6.5,7,26,1,,,60,2,660,4,,,,,26,1,,,60,2,660,4,,,,
1995,7,30,5,11,23.6,Tsu,,*,"CHILE: ANTOFAGASTA, CALAMA, MEJILLONES",-23.34,-70.294,46,8,7,3,1,,,58,2,1.66,2,115,3,,,3,1,,,,,1.791,2,115,3,,
1995,10,1,15,57,16.2,,,*,"TURKEY: DINAR, EVCILER",38.063,30.134,33,6.4,8,95,2,,,348,3,205.8,4,5100,4,,,95,2,,,348,3,205.8,4,5100,4,,
1995,11,22,4,15,11.9,Tsu,,*,EGYPT: NUWAYBI; SAUDI ARABIA; ISRAEL; JORDAN,28.826,34.799,10,7.2,8,12,1,,,,2,,2,,,,,12,1,,,,2,,2,,,,
